Score,Text,Tokens,Preprocessed_Text
5,these are the most fantastic chips ive ever had i could eat the whole bag myself theyre made with lots of whole grain and beans and make a complete protein so i have no qualms about feeding them to my kids as snacks they are great the only problem i have with them the bag is too small we need a bigger bag,"['these', 'are', 'the', 'most', 'fantastic', 'chip', 'ive', 'ever', 'had', 'i', 'could', 'eat', 'the', 'whole', 'bag', 'myself', 'theyre', 'made', 'with', 'lot', 'of', 'whole', 'grain', 'and', 'bean', 'and', 'make', 'a', 'complete', 'protein', 'so', 'i', 'have', 'no', 'qualm', 'about', 'feeding', 'them', 'to', 'my', 'kid', 'a', 'snack', 'they', 'are', 'great', 'the', 'only', 'problem', 'i', 'have', 'with', 'them', 'the', 'bag', 'is', 'too', 'small', 'we', 'need', 'a', 'bigger', 'bag']",these are the most fantastic chip ive ever had i could eat the whole bag myself theyre made with lot of whole grain and bean and make a complete protein so i have no qualm about feeding them to my kid a snack they are great the only problem i have with them the bag is too small we need a bigger bag
2,i did not like these potatoe chips its hot and sweet with an overwhelming taste of garlic its also a bit salty,"['i', 'did', 'not', 'like', 'these', 'potatoe', 'chip', 'it', 'hot', 'and', 'sweet', 'with', 'an', 'overwhelming', 'taste', 'of', 'garlic', 'it', 'also', 'a', 'bit', 'salty']",i did not like these potatoe chip it hot and sweet with an overwhelming taste of garlic it also a bit salty
5,they did a very good job with shipping the order quicklynothing like ace hardware who took a week to ship,"['they', 'did', 'a', 'very', 'good', 'job', 'with', 'shipping', 'the', 'order', 'quicklynothing', 'like', 'ace', 'hardware', 'who', 'took', 'a', 'week', 'to', 'ship']",they did a very good job with shipping the order quicklynothing like ace hardware who took a week to ship
2,long story short these are very tasty we have purchased a number of flavors from this brand this is my favoritebut as noted by another reviewer these contain msg in the form of yeast extractit has become a popular means of hiding msg lately by calling it different things as a person who now finds himself having to use more caution in what i consume i find the whole process of hiding in plain site very bothersomealso the bag is not very large but half of it is air this may well help in shipping but when paying a premium price for organic it just seems more deceptive,"['long', 'story', 'short', 'these', 'are', 'very', 'tasty', 'we', 'have', 'purchased', 'a', 'number', 'of', 'flavor', 'from', 'this', 'brand', 'this', 'is', 'my', 'favoritebut', 'a', 'noted', 'by', 'another', 'reviewer', 'these', 'contain', 'msg', 'in', 'the', 'form', 'of', 'yeast', 'extractit', 'ha', 'become', 'a', 'popular', 'mean', 'of', 'hiding', 'msg', 'lately', 'by', 'calling', 'it', 'different', 'thing', 'a', 'a', 'person', 'who', 'now', 'find', 'himself', 'having', 'to', 'use', 'more', 'caution', 'in', 'what', 'i', 'consume', 'i', 'find', 'the', 'whole', 'process', 'of', 'hiding', 'in', 'plain', 'site', 'very', 'bothersomealso', 'the', 'bag', 'is', 'not', 'very', 'large', 'but', 'half', 'of', 'it', 'is', 'air', 'this', 'may', 'well', 'help', 'in', 'shipping', 'but', 'when', 'paying', 'a', 'premium', 'price', 'for', 'organic', 'it', 'just', 'seems', 'more', 'deceptive']",long story short these are very tasty we have purchased a number of flavor from this brand this is my favoritebut a noted by another reviewer these contain msg in the form of yeast extractit ha become a popular mean of hiding msg lately by calling it different thing a a person who now find himself having to use more caution in what i consume i find the whole process of hiding in plain site very bothersomealso the bag is not very large but half of it is air this may well help in shipping but when paying a premium price for organic it just seems more deceptive
5,wonderful candy hard to find i got a huge bag and put it in freezer it came shipped nicely in a sturdy box and heavy plastic just great,"['wonderful', 'candy', 'hard', 'to', 'find', 'i', 'got', 'a', 'huge', 'bag', 'and', 'put', 'it', 'in', 'freezer', 'it', 'came', 'shipped', 'nicely', 'in', 'a', 'sturdy', 'box', 'and', 'heavy', 'plastic', 'just', 'great']",wonderful candy hard to find i got a huge bag and put it in freezer it came shipped nicely in a sturdy box and heavy plastic just great
4,i bought this for my dad for a surprise birthday present because he could not find them any where else,"['i', 'bought', 'this', 'for', 'my', 'dad', 'for', 'a', 'surprise', 'birthday', 'present', 'because', 'he', 'could', 'not', 'find', 'them', 'any', 'where', 'else']",i bought this for my dad for a surprise birthday present because he could not find them any where else
5,so surprised to find the taiwanshaped pineapple cakes they are so cuteive never found any pineapple cake like this at our local asian supermarkets so i ordered some from here these lovely pastries made our dragon boat festival party much more fun my friends and i think it is a good idea to order them again for our midautumn festival party,"['so', 'surprised', 'to', 'find', 'the', 'taiwanshaped', 'pineapple', 'cake', 'they', 'are', 'so', 'cuteive', 'never', 'found', 'any', 'pineapple', 'cake', 'like', 'this', 'at', 'our', 'local', 'asian', 'supermarket', 'so', 'i', 'ordered', 'some', 'from', 'here', 'these', 'lovely', 'pastry', 'made', 'our', 'dragon', 'boat', 'festival', 'party', 'much', 'more', 'fun', 'my', 'friend', 'and', 'i', 'think', 'it', 'is', 'a', 'good', 'idea', 'to', 'order', 'them', 'again', 'for', 'our', 'midautumn', 'festival', 'party']",so surprised to find the taiwanshaped pineapple cake they are so cuteive never found any pineapple cake like this at our local asian supermarket so i ordered some from here these lovely pastry made our dragon boat festival party much more fun my friend and i think it is a good idea to order them again for our midautumn festival party
4,i really like the pineapple shortcakes sold here unlike some of the massproduction pineapple shortcakes that use artificial flavoring tasselfields pineapple shortcakes use real pineapples and it makes the whole world difference you can even taste the fibers from pineapplei opted for the traditional pineapple this time i will be interested in trying out the longan or mango variety next time,"['i', 'really', 'like', 'the', 'pineapple', 'shortcake', 'sold', 'here', 'unlike', 'some', 'of', 'the', 'massproduction', 'pineapple', 'shortcake', 'that', 'use', 'artificial', 'flavoring', 'tasselfields', 'pineapple', 'shortcake', 'use', 'real', 'pineapple', 'and', 'it', 'make', 'the', 'whole', 'world', 'difference', 'you', 'can', 'even', 'taste', 'the', 'fiber', 'from', 'pineapplei', 'opted', 'for', 'the', 'traditional', 'pineapple', 'this', 'time', 'i', 'will', 'be', 'interested', 'in', 'trying', 'out', 'the', 'longan', 'or', 'mango', 'variety', 'next', 'time']",i really like the pineapple shortcake sold here unlike some of the massproduction pineapple shortcake that use artificial flavoring tasselfields pineapple shortcake use real pineapple and it make the whole world difference you can even taste the fiber from pineapplei opted for the traditional pineapple this time i will be interested in trying out the longan or mango variety next time
5,i purchased this pack of big ass soda and only got immediately i was all like oh man this is gonna suck regardless of the quantity error though it sure kicked some redeveryone in my town absolutely loves it i highly recommend along with other soda voltagesmalcom,"['i', 'purchased', 'this', 'pack', 'of', 'big', 'as', 'soda', 'and', 'only', 'got', 'immediately', 'i', 'wa', 'all', 'like', 'oh', 'man', 'this', 'is', 'gon', 'na', 'suck', 'regardless', 'of', 'the', 'quantity', 'error', 'though', 'it', 'sure', 'kicked', 'some', 'redeveryone', 'in', 'my', 'town', 'absolutely', 'love', 'it', 'i', 'highly', 'recommend', 'along', 'with', 'other', 'soda', 'voltagesmalcom']",i purchased this pack of big as soda and only got immediately i wa all like oh man this is gon na suck regardless of the quantity error though it sure kicked some redeveryone in my town absolutely love it i highly recommend along with other soda voltagesmalcom
5,well being the big red fan that i am i bought some of this first of all let me tell you the price is amazing i mean where else can you get this type of deal in saudi arabia everyone in village loved it of course now they are wondering when the next shipment will get it,"['well', 'being', 'the', 'big', 'red', 'fan', 'that', 'i', 'am', 'i', 'bought', 'some', 'of', 'this', 'first', 'of', 'all', 'let', 'me', 'tell', 'you', 'the', 'price', 'is', 'amazing', 'i', 'mean', 'where', 'else', 'can', 'you', 'get', 'this', 'type', 'of', 'deal', 'in', 'saudi', 'arabia', 'everyone', 'in', 'village', 'loved', 'it', 'of', 'course', 'now', 'they', 'are', 'wondering', 'when', 'the', 'next', 'shipment', 'will', 'get', 'it']",well being the big red fan that i am i bought some of this first of all let me tell you the price is amazing i mean where else can you get this type of deal in saudi arabia everyone in village loved it of course now they are wondering when the next shipment will get it
3,expiration date smashed and stale edible not real enjoyable for the price i paid one of the best pretzels i had wheni purchased them from publix they stopped carrying them i must find another addiction,"['expiration', 'date', 'smashed', 'and', 'stale', 'edible', 'not', 'real', 'enjoyable', 'for', 'the', 'price', 'i', 'paid', 'one', 'of', 'the', 'best', 'pretzel', 'i', 'had', 'wheni', 'purchased', 'them', 'from', 'publix', 'they', 'stopped', 'carrying', 'them', 'i', 'must', 'find', 'another', 'addiction']",expiration date smashed and stale edible not real enjoyable for the price i paid one of the best pretzel i had wheni purchased them from publix they stopped carrying them i must find another addiction
5,this cinnamon cake loaf has a wonderful natural flavor its moist and tender and a great little sweet treat when you want something that isnt terribly bad for your diet its delicious,"['this', 'cinnamon', 'cake', 'loaf', 'ha', 'a', 'wonderful', 'natural', 'flavor', 'it', 'moist', 'and', 'tender', 'and', 'a', 'great', 'little', 'sweet', 'treat', 'when', 'you', 'want', 'something', 'that', 'isnt', 'terribly', 'bad', 'for', 'your', 'diet', 'it', 'delicious']",this cinnamon cake loaf ha a wonderful natural flavor it moist and tender and a great little sweet treat when you want something that isnt terribly bad for your diet it delicious
1,unfortunately having ordered quite a few of these previously i neglected to not look for the word supreme in this offer and since i was then receiving free shipping had delivered we that is my husband guests and meknew immediately that these were different from those previously enjoyed but currently amazon featured the supreme babka and now i am awaiting to receive these in the future i will read more carefully,"['unfortunately', 'having', 'ordered', 'quite', 'a', 'few', 'of', 'these', 'previously', 'i', 'neglected', 'to', 'not', 'look', 'for', 'the', 'word', 'supreme', 'in', 'this', 'offer', 'and', 'since', 'i', 'wa', 'then', 'receiving', 'free', 'shipping', 'had', 'delivered', 'we', 'that', 'is', 'my', 'husband', 'guest', 'and', 'meknew', 'immediately', 'that', 'these', 'were', 'different', 'from', 'those', 'previously', 'enjoyed', 'but', 'currently', 'amazon', 'featured', 'the', 'supreme', 'babka', 'and', 'now', 'i', 'am', 'awaiting', 'to', 'receive', 'these', 'in', 'the', 'future', 'i', 'will', 'read', 'more', 'carefully']",unfortunately having ordered quite a few of these previously i neglected to not look for the word supreme in this offer and since i wa then receiving free shipping had delivered we that is my husband guest and meknew immediately that these were different from those previously enjoyed but currently amazon featured the supreme babka and now i am awaiting to receive these in the future i will read more carefully
1,i opened the can and immediately became concerned when i saw what looked like dried white crust rather than fluffy frosting the package recommended stirring before use so i gave that a try and under the crust was an indescribable gelatinous goo the best i can equate it to is a white version of the blue goop the mother serves for dinner in better of dead no raisins in it thoughi tried to stir it together and the end result was gelatinous goo with white crusties in it when lifting the knife to spread it long strings on goo trailed from my knifei opted for making my own frosting instead very easy a little sprectrum palm shortening a lot of powdered sugar a tiny splash of vanilla a tiny bit of salt and rice milk as needed for consistency beat for minutes and i had the fluffy butter cream frosting i thought id get from cherrybrooki wonder if our can was overheated in the store whole foods or somethingive read positive reviews of their frosting mix so maybe ill try that next time,"['i', 'opened', 'the', 'can', 'and', 'immediately', 'became', 'concerned', 'when', 'i', 'saw', 'what', 'looked', 'like', 'dried', 'white', 'crust', 'rather', 'than', 'fluffy', 'frosting', 'the', 'package', 'recommended', 'stirring', 'before', 'use', 'so', 'i', 'gave', 'that', 'a', 'try', 'and', 'under', 'the', 'crust', 'wa', 'an', 'indescribable', 'gelatinous', 'goo', 'the', 'best', 'i', 'can', 'equate', 'it', 'to', 'is', 'a', 'white', 'version', 'of', 'the', 'blue', 'goop', 'the', 'mother', 'serf', 'for', 'dinner', 'in', 'better', 'of', 'dead', 'no', 'raisin', 'in', 'it', 'thoughi', 'tried', 'to', 'stir', 'it', 'together', 'and', 'the', 'end', 'result', 'wa', 'gelatinous', 'goo', 'with', 'white', 'crusties', 'in', 'it', 'when', 'lifting', 'the', 'knife', 'to', 'spread', 'it', 'long', 'string', 'on', 'goo', 'trailed', 'from', 'my', 'knifei', 'opted', 'for', 'making', 'my', 'own', 'frosting', 'instead', 'very', 'easy', 'a', 'little', 'sprectrum', 'palm', 'shortening', 'a', 'lot', 'of', 'powdered', 'sugar', 'a', 'tiny', 'splash', 'of', 'vanilla', 'a', 'tiny', 'bit', 'of', 'salt', 'and', 'rice', 'milk', 'a', 'needed', 'for', 'consistency', 'beat', 'for', 'minute', 'and', 'i', 'had', 'the', 'fluffy', 'butter', 'cream', 'frosting', 'i', 'thought', 'id', 'get', 'from', 'cherrybrooki', 'wonder', 'if', 'our', 'can', 'wa', 'overheated', 'in', 'the', 'store', 'whole', 'food', 'or', 'somethingive', 'read', 'positive', 'review', 'of', 'their', 'frosting', 'mix', 'so', 'maybe', 'ill', 'try', 'that', 'next', 'time']",i opened the can and immediately became concerned when i saw what looked like dried white crust rather than fluffy frosting the package recommended stirring before use so i gave that a try and under the crust wa an indescribable gelatinous goo the best i can equate it to is a white version of the blue goop the mother serf for dinner in better of dead no raisin in it thoughi tried to stir it together and the end result wa gelatinous goo with white crusties in it when lifting the knife to spread it long string on goo trailed from my knifei opted for making my own frosting instead very easy a little sprectrum palm shortening a lot of powdered sugar a tiny splash of vanilla a tiny bit of salt and rice milk a needed for consistency beat for minute and i had the fluffy butter cream frosting i thought id get from cherrybrooki wonder if our can wa overheated in the store whole food or somethingive read positive review of their frosting mix so maybe ill try that next time
2,well i opened it and it is grayish sticky mess im so mad at myself for wasting my money and not trying to make it from scratch at home which would probably end up better and cheaper oh well live and learn,"['well', 'i', 'opened', 'it', 'and', 'it', 'is', 'grayish', 'sticky', 'mess', 'im', 'so', 'mad', 'at', 'myself', 'for', 'wasting', 'my', 'money', 'and', 'not', 'trying', 'to', 'make', 'it', 'from', 'scratch', 'at', 'home', 'which', 'would', 'probably', 'end', 'up', 'better', 'and', 'cheaper', 'oh', 'well', 'live', 'and', 'learn']",well i opened it and it is grayish sticky mess im so mad at myself for wasting my money and not trying to make it from scratch at home which would probably end up better and cheaper oh well live and learn
1,i love cherrybrook kitchen and have tried almost all of their products i was excited to try the ready to spread frosting as i do not usually keep the needed ingredients on hand for their box frosting i am not a picky eater especially if the item contains sugar but this was horrible the consistency is absolutely nothing like regular canned frosting it is not light and fluffy it is very gooey i cannot even imagine trying to spread it on a cake it would rip it to pieces because it is so thick and gooey i did not even try it on a cake because the taste and texture were so offputting seriously do not waste your money,"['i', 'love', 'cherrybrook', 'kitchen', 'and', 'have', 'tried', 'almost', 'all', 'of', 'their', 'product', 'i', 'wa', 'excited', 'to', 'try', 'the', 'ready', 'to', 'spread', 'frosting', 'a', 'i', 'do', 'not', 'usually', 'keep', 'the', 'needed', 'ingredient', 'on', 'hand', 'for', 'their', 'box', 'frosting', 'i', 'am', 'not', 'a', 'picky', 'eater', 'especially', 'if', 'the', 'item', 'contains', 'sugar', 'but', 'this', 'wa', 'horrible', 'the', 'consistency', 'is', 'absolutely', 'nothing', 'like', 'regular', 'canned', 'frosting', 'it', 'is', 'not', 'light', 'and', 'fluffy', 'it', 'is', 'very', 'gooey', 'i', 'can', 'not', 'even', 'imagine', 'trying', 'to', 'spread', 'it', 'on', 'a', 'cake', 'it', 'would', 'rip', 'it', 'to', 'piece', 'because', 'it', 'is', 'so', 'thick', 'and', 'gooey', 'i', 'did', 'not', 'even', 'try', 'it', 'on', 'a', 'cake', 'because', 'the', 'taste', 'and', 'texture', 'were', 'so', 'offputting', 'seriously', 'do', 'not', 'waste', 'your', 'money']",i love cherrybrook kitchen and have tried almost all of their product i wa excited to try the ready to spread frosting a i do not usually keep the needed ingredient on hand for their box frosting i am not a picky eater especially if the item contains sugar but this wa horrible the consistency is absolutely nothing like regular canned frosting it is not light and fluffy it is very gooey i can not even imagine trying to spread it on a cake it would rip it to piece because it is so thick and gooey i did not even try it on a cake because the taste and texture were so offputting seriously do not waste your money
1,this product was such a disappointment as all the other reviewers said its a gluey sticky texture more akin to elmers glue than to an edible food product the flavor was sickening sweet i actually thought that the frosting had spoiled it was that bad save yourself the time and i paid and make your own frosting or go with another brand cherrybrook cake and cookie mixes are so good its hard to believe they even sell this,"['this', 'product', 'wa', 'such', 'a', 'disappointment', 'a', 'all', 'the', 'other', 'reviewer', 'said', 'it', 'a', 'gluey', 'sticky', 'texture', 'more', 'akin', 'to', 'elmers', 'glue', 'than', 'to', 'an', 'edible', 'food', 'product', 'the', 'flavor', 'wa', 'sickening', 'sweet', 'i', 'actually', 'thought', 'that', 'the', 'frosting', 'had', 'spoiled', 'it', 'wa', 'that', 'bad', 'save', 'yourself', 'the', 'time', 'and', 'i', 'paid', 'and', 'make', 'your', 'own', 'frosting', 'or', 'go', 'with', 'another', 'brand', 'cherrybrook', 'cake', 'and', 'cookie', 'mix', 'are', 'so', 'good', 'it', 'hard', 'to', 'believe', 'they', 'even', 'sell', 'this']",this product wa such a disappointment a all the other reviewer said it a gluey sticky texture more akin to elmers glue than to an edible food product the flavor wa sickening sweet i actually thought that the frosting had spoiled it wa that bad save yourself the time and i paid and make your own frosting or go with another brand cherrybrook cake and cookie mix are so good it hard to believe they even sell this
1,i am glad i found this on the reduced rack for c the taste was not bad but no way i could frost my cake it stuck to the kniferan down in stringswhat a mess i too thought i had gotten a bad batchmy gds birthday cake looks like crap who would buy this mess horrible,"['i', 'am', 'glad', 'i', 'found', 'this', 'on', 'the', 'reduced', 'rack', 'for', 'c', 'the', 'taste', 'wa', 'not', 'bad', 'but', 'no', 'way', 'i', 'could', 'frost', 'my', 'cake', 'it', 'stuck', 'to', 'the', 'kniferan', 'down', 'in', 'stringswhat', 'a', 'mess', 'i', 'too', 'thought', 'i', 'had', 'gotten', 'a', 'bad', 'batchmy', 'gd', 'birthday', 'cake', 'look', 'like', 'crap', 'who', 'would', 'buy', 'this', 'mess', 'horrible']",i am glad i found this on the reduced rack for c the taste wa not bad but no way i could frost my cake it stuck to the kniferan down in stringswhat a mess i too thought i had gotten a bad batchmy gd birthday cake look like crap who would buy this mess horrible
1,i recently purchased this on sale at my local grocery store now i know why it was on salethis is not a fluffy creamy white frosting youd expect to find when opening the jar now i wasnt expecting it to be just like betty crocker but it was pretty bad like others said it is a glueytacky mess that would completely ruin a cake if you tried to spread it on it reminds me of taffy that hasnt quite hit the right stage in the candy making process the taste isnt that great either and its sickeningly sweet even for frosting the only thing it might be used for is a frosting for cinnamon buns i still dont think it would be the right consistency,"['i', 'recently', 'purchased', 'this', 'on', 'sale', 'at', 'my', 'local', 'grocery', 'store', 'now', 'i', 'know', 'why', 'it', 'wa', 'on', 'salethis', 'is', 'not', 'a', 'fluffy', 'creamy', 'white', 'frosting', 'youd', 'expect', 'to', 'find', 'when', 'opening', 'the', 'jar', 'now', 'i', 'wasnt', 'expecting', 'it', 'to', 'be', 'just', 'like', 'betty', 'crocker', 'but', 'it', 'wa', 'pretty', 'bad', 'like', 'others', 'said', 'it', 'is', 'a', 'glueytacky', 'mess', 'that', 'would', 'completely', 'ruin', 'a', 'cake', 'if', 'you', 'tried', 'to', 'spread', 'it', 'on', 'it', 'reminds', 'me', 'of', 'taffy', 'that', 'hasnt', 'quite', 'hit', 'the', 'right', 'stage', 'in', 'the', 'candy', 'making', 'process', 'the', 'taste', 'isnt', 'that', 'great', 'either', 'and', 'it', 'sickeningly', 'sweet', 'even', 'for', 'frosting', 'the', 'only', 'thing', 'it', 'might', 'be', 'used', 'for', 'is', 'a', 'frosting', 'for', 'cinnamon', 'bun', 'i', 'still', 'dont', 'think', 'it', 'would', 'be', 'the', 'right', 'consistency']",i recently purchased this on sale at my local grocery store now i know why it wa on salethis is not a fluffy creamy white frosting youd expect to find when opening the jar now i wasnt expecting it to be just like betty crocker but it wa pretty bad like others said it is a glueytacky mess that would completely ruin a cake if you tried to spread it on it reminds me of taffy that hasnt quite hit the right stage in the candy making process the taste isnt that great either and it sickeningly sweet even for frosting the only thing it might be used for is a frosting for cinnamon bun i still dont think it would be the right consistency
1,i can honestly say this is the worst frosting we have ever bought its kind of generous to call it frosting it has more the consistency of rubber cement and since we were in a time crunch we didnt have the luxury of going back out to the store for a different frosting so we forged ahead and decorated a cake with it horrible experience bad enough to put us off cake decorating forever it spread about as easily as chewing gum stuck to everything it came in contact with and got crumbs of the cake mixed up in it on top of all this it didnt even taste good by the time we were done decorating we knew there was no way we could feed this mess to our family so we ended up going to the store anyway to buy a premade cake our cake which took twice as long to decorate because this stuff is so gooey was used as a centerpiece a really ugly centerpiece that cracked and peeled as the frosting dried,"['i', 'can', 'honestly', 'say', 'this', 'is', 'the', 'worst', 'frosting', 'we', 'have', 'ever', 'bought', 'it', 'kind', 'of', 'generous', 'to', 'call', 'it', 'frosting', 'it', 'ha', 'more', 'the', 'consistency', 'of', 'rubber', 'cement', 'and', 'since', 'we', 'were', 'in', 'a', 'time', 'crunch', 'we', 'didnt', 'have', 'the', 'luxury', 'of', 'going', 'back', 'out', 'to', 'the', 'store', 'for', 'a', 'different', 'frosting', 'so', 'we', 'forged', 'ahead', 'and', 'decorated', 'a', 'cake', 'with', 'it', 'horrible', 'experience', 'bad', 'enough', 'to', 'put', 'u', 'off', 'cake', 'decorating', 'forever', 'it', 'spread', 'about', 'a', 'easily', 'a', 'chewing', 'gum', 'stuck', 'to', 'everything', 'it', 'came', 'in', 'contact', 'with', 'and', 'got', 'crumb', 'of', 'the', 'cake', 'mixed', 'up', 'in', 'it', 'on', 'top', 'of', 'all', 'this', 'it', 'didnt', 'even', 'taste', 'good', 'by', 'the', 'time', 'we', 'were', 'done', 'decorating', 'we', 'knew', 'there', 'wa', 'no', 'way', 'we', 'could', 'feed', 'this', 'mess', 'to', 'our', 'family', 'so', 'we', 'ended', 'up', 'going', 'to', 'the', 'store', 'anyway', 'to', 'buy', 'a', 'premade', 'cake', 'our', 'cake', 'which', 'took', 'twice', 'a', 'long', 'to', 'decorate', 'because', 'this', 'stuff', 'is', 'so', 'gooey', 'wa', 'used', 'a', 'a', 'centerpiece', 'a', 'really', 'ugly', 'centerpiece', 'that', 'cracked', 'and', 'peeled', 'a', 'the', 'frosting', 'dried']",i can honestly say this is the worst frosting we have ever bought it kind of generous to call it frosting it ha more the consistency of rubber cement and since we were in a time crunch we didnt have the luxury of going back out to the store for a different frosting so we forged ahead and decorated a cake with it horrible experience bad enough to put u off cake decorating forever it spread about a easily a chewing gum stuck to everything it came in contact with and got crumb of the cake mixed up in it on top of all this it didnt even taste good by the time we were done decorating we knew there wa no way we could feed this mess to our family so we ended up going to the store anyway to buy a premade cake our cake which took twice a long to decorate because this stuff is so gooey wa used a a centerpiece a really ugly centerpiece that cracked and peeled a the frosting dried
5,i work in college financial aid and keep a bowl of these on my desk for the students i used to buy them in the grocery store then learned i could get them for less online for lb bag and thought that was a good deal until i found this great deal,"['i', 'work', 'in', 'college', 'financial', 'aid', 'and', 'keep', 'a', 'bowl', 'of', 'these', 'on', 'my', 'desk', 'for', 'the', 'student', 'i', 'used', 'to', 'buy', 'them', 'in', 'the', 'grocery', 'store', 'then', 'learned', 'i', 'could', 'get', 'them', 'for', 'le', 'online', 'for', 'lb', 'bag', 'and', 'thought', 'that', 'wa', 'a', 'good', 'deal', 'until', 'i', 'found', 'this', 'great', 'deal']",i work in college financial aid and keep a bowl of these on my desk for the student i used to buy them in the grocery store then learned i could get them for le online for lb bag and thought that wa a good deal until i found this great deal
4,well worth the money i did the calculations on different bags and this dollar amount is an excellent value there are approx pops in the box so far ive been through about half the box and have found about without wrappers thats pretty good considering if you need lbs of dumdums go for this product enjoy,"['well', 'worth', 'the', 'money', 'i', 'did', 'the', 'calculation', 'on', 'different', 'bag', 'and', 'this', 'dollar', 'amount', 'is', 'an', 'excellent', 'value', 'there', 'are', 'approx', 'pop', 'in', 'the', 'box', 'so', 'far', 'ive', 'been', 'through', 'about', 'half', 'the', 'box', 'and', 'have', 'found', 'about', 'without', 'wrapper', 'thats', 'pretty', 'good', 'considering', 'if', 'you', 'need', 'lb', 'of', 'dumdum', 'go', 'for', 'this', 'product', 'enjoy']",well worth the money i did the calculation on different bag and this dollar amount is an excellent value there are approx pop in the box so far ive been through about half the box and have found about without wrapper thats pretty good considering if you need lb of dumdum go for this product enjoy
5,this is pretty good canned meat the sausage i used in dirty rice the hamburger i used for taco salad the chicken with wild rice and the pork with stuffing the turkey i gave to a neighbor because i dont eat it the various meats are all pretty good quality and was enough for large portions each can there werent large chunks of fat or gristle in any of the cans which ive experienced plenty with some brands of canned meats the proportion of liquids to meat was fair too its not one of those with a spoonful of meat and the rest is liquid either though it does all need to be cooked and shrinks quite a bit due to high fat content in the meat none of the meat was seasoned at all this is very helpful as the meat can be used with any flavoring there is a mild spamlike texture and taste to the meatsbut way better than spam any day almost a brine or something thats why i heavily seasoned it dont plan on frying anything in the fat from these meats it gave everything a slightly rancid soury tasteno idea why due to the higher calories and higher price i will only stock this as emergency food i will buy more for that reason,"['this', 'is', 'pretty', 'good', 'canned', 'meat', 'the', 'sausage', 'i', 'used', 'in', 'dirty', 'rice', 'the', 'hamburger', 'i', 'used', 'for', 'taco', 'salad', 'the', 'chicken', 'with', 'wild', 'rice', 'and', 'the', 'pork', 'with', 'stuffing', 'the', 'turkey', 'i', 'gave', 'to', 'a', 'neighbor', 'because', 'i', 'dont', 'eat', 'it', 'the', 'various', 'meat', 'are', 'all', 'pretty', 'good', 'quality', 'and', 'wa', 'enough', 'for', 'large', 'portion', 'each', 'can', 'there', 'werent', 'large', 'chunk', 'of', 'fat', 'or', 'gristle', 'in', 'any', 'of', 'the', 'can', 'which', 'ive', 'experienced', 'plenty', 'with', 'some', 'brand', 'of', 'canned', 'meat', 'the', 'proportion', 'of', 'liquid', 'to', 'meat', 'wa', 'fair', 'too', 'it', 'not', 'one', 'of', 'those', 'with', 'a', 'spoonful', 'of', 'meat', 'and', 'the', 'rest', 'is', 'liquid', 'either', 'though', 'it', 'doe', 'all', 'need', 'to', 'be', 'cooked', 'and', 'shrink', 'quite', 'a', 'bit', 'due', 'to', 'high', 'fat', 'content', 'in', 'the', 'meat', 'none', 'of', 'the', 'meat', 'wa', 'seasoned', 'at', 'all', 'this', 'is', 'very', 'helpful', 'a', 'the', 'meat', 'can', 'be', 'used', 'with', 'any', 'flavoring', 'there', 'is', 'a', 'mild', 'spamlike', 'texture', 'and', 'taste', 'to', 'the', 'meatsbut', 'way', 'better', 'than', 'spam', 'any', 'day', 'almost', 'a', 'brine', 'or', 'something', 'thats', 'why', 'i', 'heavily', 'seasoned', 'it', 'dont', 'plan', 'on', 'frying', 'anything', 'in', 'the', 'fat', 'from', 'these', 'meat', 'it', 'gave', 'everything', 'a', 'slightly', 'rancid', 'soury', 'tasteno', 'idea', 'why', 'due', 'to', 'the', 'higher', 'calorie', 'and', 'higher', 'price', 'i', 'will', 'only', 'stock', 'this', 'a', 'emergency', 'food', 'i', 'will', 'buy', 'more', 'for', 'that', 'reason']",this is pretty good canned meat the sausage i used in dirty rice the hamburger i used for taco salad the chicken with wild rice and the pork with stuffing the turkey i gave to a neighbor because i dont eat it the various meat are all pretty good quality and wa enough for large portion each can there werent large chunk of fat or gristle in any of the can which ive experienced plenty with some brand of canned meat the proportion of liquid to meat wa fair too it not one of those with a spoonful of meat and the rest is liquid either though it doe all need to be cooked and shrink quite a bit due to high fat content in the meat none of the meat wa seasoned at all this is very helpful a the meat can be used with any flavoring there is a mild spamlike texture and taste to the meatsbut way better than spam any day almost a brine or something thats why i heavily seasoned it dont plan on frying anything in the fat from these meat it gave everything a slightly rancid soury tasteno idea why due to the higher calorie and higher price i will only stock this a emergency food i will buy more for that reason
